marca|modelo|precio_lista|precio_con_bono|valor_bono|fecha|linea
yamaha|YFM-700FWAD|8590000|7990000||2018_04_22|ATV
yamaha|YFM-700R|7390000|6790000||2018_04_23|ATV
yamaha|YFZ-450R SE|7690000|6990000||2018_04_23|ATV
yamaha|YFM-90R|1990000|1890000||2018_04_23|ATV
yamaha|YFZ-450R|7690000|6890000||2018_04_23|ATV
yamaha|YFM-700R SE (2018)|7390000|6890000||2018_04_23|ATV
yamaha|YFM-350A|4990000|||2018_04_23|ATV
yamaha|YFM-350FWA|5990000|5490000||2018_04_23|ATV
yamaha|YFM-700FWAD|8590000|7990000||2018_04_23|ATV
yamaha|NUEVO YXZ-1000R SS|21590000|19990000||2018_03_25|UTV
yamaha|YXZ-1000R|19990000|18990000||2018_03_25|UTV
yamaha|NUEVO YXZ-1000R SS|21590000|19990000||2018_04_22|UTV
yamaha|YXZ-1000R|19990000|18990000||2018_04_22|UTV
yamaha|NUEVO YXZ-1000R SS|21590000|19990000||2018_04_23|UTV
yamaha|YXZ-1000R|19990000|18990000||2018_04_23|UTV
yamaha|EX DELUXE|7990000|||2018_03_25|Nautica
yamaha|FX Cruiser SVHO|13990000|||2018_03_25|Nautica
yamaha|VX DELUXE|8990000|||2018_03_25|Nautica
yamaha|VX CRUISER|9290000|||2018_03_25|Nautica
yamaha|SUPER JET|6990000|||2018_03_25|Nautica
yamaha|25BMHS|2190000|||2018_03_25|Nautica
yamaha|15FMHS|1590000|||2018_03_25|Nautica
yamaha|99FMHS|1390000|||2018_03_25|Nautica
yamaha|40XMHL|2950000|||2018_03_25|Nautica
yamaha|25BMHL|2290000|||2018_03_25|Nautica
yamaha|15FMHL|1690000|||2018_03_25|Nautica
yamaha|99FMHL|1490000|||2018_03_25|Nautica
yamaha|5CSMHL|990000|||2018_03_25|Nautica
yamaha|EX DELUXE|7990000|||2018_04_17|Nautica
yamaha|FX Cruiser SVHO|13990000|||2018_04_17|Nautica
yamaha|VX DELUXE|8990000|||2018_04_17|Nautica
yamaha|VX CRUISER|9290000|||2018_04_17|Nautica
yamaha|SUPER JET|6990000|||2018_04_17|Nautica
yamaha|25BMHS|2190000|||2018_04_17|Nautica
yamaha|15FMHS|1590000|||2018_04_17|Nautica
yamaha|99FMHS|1390000|||2018_04_17|Nautica
yamaha|40XMHL|2950000|||2018_04_17|Nautica
yamaha|25BMHL|2290000|||2018_04_17|Nautica
yamaha|15FMHL|1690000|||2018_04_17|Nautica
yamaha|99FMHL|1490000|||2018_04_17|Nautica
yamaha|5CSMHL|990000|||2018_04_17|Nautica
yamaha|EX DELUXE|7990000|||2018_04_22|Nautica
yamaha|FX Cruiser SVHO|13990000|||2018_04_22|Nautica
yamaha|VX DELUXE|8990000|||2018_04_22|Nautica
yamaha|VX CRUISER|9290000|||2018_04_22|Nautica
yamaha|SUPER JET|6990000|||2018_04_22|Nautica
yamaha|25BMHS|2190000|||2018_04_22|Nautica
yamaha|15FMHS|1590000|||2018_04_22|Nautica
yamaha|99FMHS|1390000|||2018_04_22|Nautica
yamaha|40XMHL|2950000|||2018_04_22|Nautica
yamaha|25BMHL|2290000|||2018_04_22|Nautica
yamaha|15FMHL|1690000|||2018_04_22|Nautica
yamaha|99FMHL|1490000|||2018_04_22|Nautica
yamaha|5CSMHL|990000|||2018_04_22|Nautica
yamaha|EX DELUXE|7990000|||2018_04_23|Nautica
yamaha|FX Cruiser SVHO|13990000|||2018_04_23|Nautica
yamaha|VX DELUXE|8990000|||2018_04_23|Nautica
yamaha|VX CRUISER|9290000|||2018_04_23|Nautica
yamaha|SUPER JET|6990000|||2018_04_23|Nautica
yamaha|25BMHS|2190000|||2018_04_23|Nautica
yamaha|15FMHS|1590000|||2018_04_23|Nautica
yamaha|99FMHS|1390000|||2018_04_23|Nautica
yamaha|40XMHL|2950000|||2018_04_23|Nautica
yamaha|25BMHL|2290000|||2018_04_23|Nautica
yamaha|15FMHL|1690000|||2018_04_23|Nautica
yamaha|99FMHL|1490000|||2018_04_23|Nautica
yamaha|5CSMHL|990000|||2018_04_23|Nautica
euromot|EUROMOT GXT-200|1190000|||2018_03_31|urbanas
euromot|EUROMOT GXT-200|1190000|||2018_04_17|urbanas
euromot|EUROMOT GXT-200|1190000|||2018_04_23|urbanas
euromot|EUROMOT HJ-125-7|799000|||2018_03_31|urbanas
euromot|EUROMOT GXT-250DD|1590000|||2018_04_17|urbanas
euromot|EUROMOT GXT-250DD|1590000|||2018_04_23|urbanas
euromot|EUROMOT HJ-150-9|899000|||2018_03_31|urbanas
euromot|EUROMOT HJ-150-9|899000|||2018_04_17|urbanas
euromot|EUROMOT HJ-150-9|899000|||2018_04_23|urbanas
euromot|EUROMOT TZ-150-S|799000|||2018_03_31|urbanas
euromot|EUROMOT JM200-E|849000|799000||2018_03_31|estilo-custom
euromot|EUROMOT GXT-200|1190000|||2018_04_17|estilo-custom
euromot|EUROMOT GXT-200|1190000|||2018_04_23|estilo-custom
euromot|EUROMOT QM-200 2X|1090000|||2018_03_31|estilo-custom
euromot|EUROMOT GXT-250DD|1590000|||2018_04_17|estilo-custom
euromot|EUROMOT GXT-250DD|1590000|||2018_04_23|estilo-custom
euromot|EUROMOT GXT-200|1190000|||2018_03_31|doble-proposito
euromot|EUROMOT GXT-200|1190000|||2018_04_17|doble-proposito
euromot|EUROMOT GXT-200|1190000|||2018_04_23|doble-proposito
euromot|EUROMOT GXT-250DD|1590000|1390000||2018_03_31|doble-proposito
euromot|EUROMOT GXT-250DD|1590000|||2018_04_17|doble-proposito
euromot|EUROMOT GXT-250DD|1590000|||2018_04_23|doble-proposito
zongshen|ZSR 150|799900|||2018_03_26|Scooter
zongshen|ZSR 150|799900|||2018_04_18|Scooter
zongshen|ZSR 150|799900|||2018_04_23|Scooter
zongshen|ZROAD 200|1099900|||2018_03_26|Custom
zongshen|ZROAD 200|1099900|||2018_04_18|Custom
zongshen|ZROAD 200|1099900|||2018_04_23|Custom
zongshen|ZII|1499900|||2018_03_26|Calle
zongshen|ZII|1499900|||2018_04_18|Calle
zongshen|ZII|1499900|||2018_04_23|Calle
zongshen|Rapid|699900|||2018_03_26|Calle
zongshen|Rapid|699900|||2018_04_18|Calle
zongshen|Rapid|699900|||2018_04_23|Calle
zongshen|Z-ONE 150|999900|||2018_03_26|Calle
zongshen|Z-ONE 150|999900|||2018_04_18|Calle
zongshen|Z-ONE 150|999900|||2018_04_23|Calle
zongshen|Razor|999900|||2018_03_26|Multiproposito
zongshen|Razor|999900|||2018_04_18|Multiproposito
zongshen|Razor|999900|||2018_04_23|Multiproposito
zongshen|RX3|2999900|||2018_03_26|Multiproposito
zongshen|RX3|2999900|||2018_04_18|Multiproposito
zongshen|RX3|2999900|||2018_04_23|Multiproposito
kymco|Agility 16+|1699900|||2018_03_26|SCOOTER
kymco|Agility 16+|1699900|||2018_04_18|SCOOTER
kymco|Agility 16+|1699900|||2018_04_23|SCOOTER
kymco|Agility RS 125|999900|||2018_03_26|SCOOTER
kymco|Agility RS 125|999900|||2018_04_18|SCOOTER
kymco|Agility RS 125|999900|||2018_04_23|SCOOTER
kymco|Downtown 300i|3699900|||2018_03_26|SCOOTER
kymco|Downtown 300i|3699900|||2018_04_18|SCOOTER
kymco|Downtown 300i|3699900|||2018_04_23|SCOOTER
kymco|Xciting 400|4799900|||2018_03_26|SCOOTER
kymco|Xciting 400|4799900|||2018_04_18|SCOOTER
kymco|Xciting 400|4799900|||2018_04_23|SCOOTER
kymco|UXV450|6999900|||2018_03_26|ATV
kymco|UXV450|6999900|||2018_04_18|ATV
kymco|UXV450|6999900|||2018_04_23|ATV
kymco|Mongoose 90S|1899900|||2018_03_26|ATV
kymco|Mongoose 90S|1899900|||2018_04_18|ATV
kymco|Mongoose 90S|1899900|||2018_04_23|ATV
kymco|UXV 700|8499900|||2018_03_26|ATV
kymco|UXV 700|8499900|||2018_04_18|ATV
kymco|UXV 700|8499900|||2018_04_23|ATV
kymco|MXU 465|6499900|||2018_03_26|ATV
kymco|MXU 465|6499900|||2018_04_18|ATV
kymco|MXU 465|6499900|||2018_04_23|ATV
kymco|Maxxer 450|6399900|||2018_03_26|ATV
kymco|Maxxer 450|6399900|||2018_04_18|ATV
kymco|Maxxer 450|6399900|||2018_04_23|ATV
kymco|MXU700|7399900|||2018_03_26|ATV
kymco|MXU700|7399900|||2018_04_18|ATV
kymco|MXU700|7399900|||2018_04_23|ATV
kymco|MXU 250|3299900|||2018_03_26|ATV
kymco|MXU 250|3299900|||2018_04_18|ATV
kymco|MXU 250|3299900|||2018_04_23|ATV
kymco|MXU 150|2299900|||2018_03_26|ATV
kymco|MXU 150|2299900|||2018_04_18|ATV
kymco|MXU 150|2299900|||2018_04_23|ATV
benelli|TNT 135|1499000|||2018_03_26|NAKED
benelli|TNT 135|1499000|||2018_04_18|NAKED
benelli|TNT 135|1499000|||2018_04_23|NAKED
benelli|TNT 25|1999000|||2018_03_26|NAKED
benelli|TNT 25|1999000|||2018_04_18|NAKED
benelli|TNT 25|1999000|||2018_04_23|NAKED
benelli|TNT 300|3090000|||2018_03_26|NAKED
benelli|TNT 300|3090000|||2018_04_18|NAKED
benelli|TNT 300|3090000|||2018_04_23|NAKED
benelli|TNT 600|4799000|||2018_03_26|NAKED
benelli|TNT 600|4799000|||2018_04_18|NAKED
benelli|TNT 600|4799000|||2018_04_23|NAKED
benelli|302R|2999000|||2018_03_26|SPORT
benelli|302R|1000000|||2018_04_18|SPORT
benelli|302R|1000000|||2018_04_23|SPORT
benelli|TRK 502|4990000|||2018_03_26|TOURING
benelli|TRK 502|4990000|||2018_04_18|TOURING
benelli|TRK 502|4990000|||2018_04_23|TOURING
benelli|TNT 600 GT|4999000|||2018_03_26|TOURING
benelli|TNT 600 GT|4999000|||2018_04_18|TOURING
benelli|TNT 600 GT|4999000|||2018_04_23|TOURING
benelli|Leoncino||||2018_03_26|SCRAMBLER
benelli|Leoncino||||2018_04_18|SCRAMBLER
benelli|Leoncino||||2018_04_23|SCRAMBLER
keeway|Superlight 200|1390000|1099000|291000|2018_03_29|linea-custom
keeway|Superlight 200|1390000|999000|391000|2018_04_18|linea-custom
keeway|Superlight 200|1390000|999000|391000|2018_04_23|linea-custom
keeway|Dorado 250|2090000|1999000|91000|2018_03_29|linea-custom
keeway|Dorado 250|2090000|1999000|91000|2018_04_18|linea-custom
keeway|Dorado 250|2090000|1999000|91000|2018_04_23|linea-custom
keeway|RKV 150|990000|749000|241000|2018_03_29|linea-rk
keeway|RKV 150|990000|749000|241000|2018_04_18|linea-rk
keeway|RKS 150 SPORT|1290000|999000|291000|2018_04_23|linea-rk
keeway|RKS 150 SPORT|1290000|999000|291000|2018_03_29|linea-rk
keeway|RKS 150 SPORT|1290000|999000|291000|2018_04_18|linea-rk
keeway|PESARO 125|1090000|699000|391000|2018_03_29|linea-urban
keeway|PESARO 125|1090000|699000|391000|2018_04_18|linea-urban
keeway|CITYBLADE 150|1290000|999000|291000|2018_03_29|linea-urban
keeway|CITYBLADE 150|1290000|999000|291000|2018_04_18|linea-urban
keeway|Nova 125|999000|599000|391000|2018_03_29|linea-urban
keeway|Nova 125|990000|599000|391000|2018_04_18|linea-urban
keeway|ATV 100|1190000|899000|291000|2018_03_29|linea-atv
keeway|ATV 100|1190000|899000|291000|2018_04_18|linea-atv
linhai|ATV 150|1390000|799000|591000|2018_03_28|atv150
linhai|ATV 150|1390000|799000|591000|2018_04_18|atv150
linhai|ATV 260|3290000|2999000|291000|2018_04_23|atv150
linhai|ATV 260|3290000|2999000|291000|2018_03_28|atv260
linhai|ATV 260|3290000|2999000|291000|2018_04_18|atv260
linhai|ATV 500|4490000|3999000|491000|2018_04_23|atv260
linhai|ATV 500|4490000|3999000|491000|2018_03_28|atv500
linhai|ATV 500|4490000|3999000|491000|2018_04_18|atv500
linhai|ATV 700|5990000|4999000|991000|2018_04_23|atv500
linhai|ATV 700|5990000|4999000|991000|2018_03_28|atv700
linhai|ATV 700|5990000|4999000|991000|2018_04_18|atv700
linhai|ATV M150|1490000|1299000|191000|2018_04_23|atv700
linhai|ATV M150|1490000|1299000|191000|2018_03_28|atvm150
linhai|ATV M150|1490000|1299000|191000|2018_04_18|atvm150
linhai|UTV 400|4990000|4699000|291000|2018_04_23|atvm150
linhai|UTV 400|4990000|4699000|291000|2018_03_28|utv400
linhai|UTV 400|4990000|4699000|291000|2018_04_18|utv400
linhai|UTV 800|9990000|9499000|491000|2018_04_23|utv400
linhai|UTV 800|9990000|9499000|491000|2018_03_28|utv800
linhai|UTV 800|9990000|9499000|491000|2018_04_18|utv800
linhai|M550|4990000|4499000|491000|2018_04_23|utv800
linhai|M550|4990000|4499000|491000|2018_03_28|m550
linhai|M550|4990000|4499000|491000|2018_04_18|m550
motossym|Citycom 300i|2990000|||2018_04_03|Scooter
motossym|Sym Joyride 200i S ABS|2518000|||2018_04_03|Scooter
motossym|Joyride 200i Evo|2380000|||2018_04_03|Scooter
motossym|HD2 200i|1980000|||2018_04_03|Scooter
motossym|VS 150 S|1870000|||2018_04_03|Scooter
motossym|Mio 100|1060000|||2018_04_03|Scooter
motossym|Citycom 300i|2990000|||2018_04_18|Scooter
motossym|Sym Joyride 200i S ABS|2518000|||2018_04_18|Scooter
motossym|Joyride 200i Evo|2380000|||2018_04_18|Scooter
motossym|HD2 200i|1980000|||2018_04_18|Scooter
motossym|VS 150 S|1870000|||2018_04_18|Scooter
motossym|Mio 100|1060000|||2018_04_18|Scooter
motossym|Citycom 300i|2990000|||2018_04_23|Scooter
motossym|Sym Joyride 200i S ABS|2518000|||2018_04_23|Scooter
motossym|Joyride 200i Evo|2380000|||2018_04_23|Scooter
motossym|HD2 200i|1980000|||2018_04_23|Scooter
motossym|VS 150 S|1870000|||2018_04_23|Scooter
motossym|Mio 100|1060000|||2018_04_23|Scooter
motossym|MaxSYM 600i ABS|6130000|||2018_04_03|Scooter
motossym|MaxSYM 400i ABS|4830000|||2018_04_03|Scooter
motossym|Sym Cruisym 300i ABS|3995000|||2018_04_03|Scooter
motossym|Joymax 300i ABS|3870000|||2018_04_03|Scooter
motossym|Joymax 300i ABS Sport|3870000|||2018_04_03|Scooter
motossym|GTS 250i Evo|3420000|||2018_04_03|Scooter
motossym|MaxSYM 600i ABS|6130000|||2018_04_18|Scooter
motossym|MaxSYM 400i ABS|4830000|||2018_04_18|Scooter
motossym|Sym Cruisym 300i ABS|3995000|||2018_04_18|Scooter
motossym|Joymax 300i ABS|3870000|||2018_04_18|Scooter
motossym|Joymax 300i ABS Sport|3870000|||2018_04_18|Scooter
motossym|GTS 250i Evo|3420000|||2018_04_18|Scooter
motossym|MaxSYM 600i ABS|6130000|||2018_04_23|Scooter
motossym|MaxSYM 400i ABS|4830000|||2018_04_23|Scooter
motossym|Sym Cruisym 300i ABS|3995000|||2018_04_23|Scooter
motossym|Joymax 300i ABS|3870000|||2018_04_23|Scooter
motossym|Joymax 300i ABS Sport|3870000|||2018_04_23|Scooter
motossym|GTS 250i Evo|3420000|||2018_04_23|Scooter
motossym|QuadLander 300S|3390000|||2018_04_03|ATV
motossym|QuadLander 300S|3390000|||2018_04_18|ATV
motossym|QuadLander 300S|3390000|||2018_04_23|ATV
motossym|BMW G310 R 2018|3150000|||2018_04_03|Moto
motossym|Wolf 250i|1905000|||2018_04_03|Moto
motossym|BMW G310 R 2018|3150000|||2018_04_18|Moto
motossym|Wolf 250i|1905000|||2018_04_18|Moto
motossym|BMW G310 R 2018|3150000|||2018_04_23|Moto
motossym|Wolf 250i|1905000|||2018_04_23|Moto
